0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
80,血液像検査,A0000850,2,2,1,1,5,0,0,0,0,0,0,0,2A030000001930101,血色素量(ヘモグロビン値),NN.N,PQ,g/dl,g/dL,1,,2A020161001930149,COMP,,,自動血球算定装置,小数点以下1桁,,1.2.392.200119.6.1005,,
80,血液像検査,A0000860,2,2,1,1,5,0,0,0,0,0,0,0,2A020000001930101,赤血球数,NNNN,PQ,万/mm3,10*4/mm3,1,,2A020161001930149,COMP,,,自動血球算定装置,,,1.2.392.200119.6.1005,,
80,血液像検査,A0000870,2,2,0,0,0,0,0,0,0,0,0,0,2A020161001930149,貧血検査(実施理由),256,ST,,,1,,2A020161001930149,RSON,,,,,,1.2.392.200119.6.1005,,
80,血液像検査,A0000880,0,0,0,0,0,0,0,0,0,0,0,0,2A060000001930101,MCV,NNN.N,PQ,ｆｌ,fl,1,,2A020161001930149,COMP,,,自動血球算定装置,小数点以下1桁,,1.2.392.200119.6.1005,,
80,血液像検査,A0000890,0,0,0,0,0,0,0,0,0,0,0,0,2A070000001930101,MCH,NNN.N,PQ,pg,pg,1,,2A020161001930149,COMP,,,自動血球算定装置,小数点以下1桁,,1.2.392.200119.6.1005,,
80,血液像検査,A0000900,0,0,0,0,0,0,0,0,0,0,0,0,2A080000001930101,MCHC,NNN.N,PQ,%,%,1,,2A020161001930149,COMP,,,自動血球算定装置,小数点以下1桁,,1.2.392.200119.6.1005,,
80,血液像検査,A0000910,0,0,0,0,0,0,0,0,0,0,0,0,2A010000001930101,白血球数,NNNNNNN,PQ,/mm3,/mm3,1,,2A020161001930149,COMP,,,自動血球算定装置,,,1.2.392.200119.6.1005,,
80,血液像検査,A0000920,0,0,0,0,0,0,0,0,0,0,0,0,2A050000001930101,血小板数,NNN,PQ,万/mm3,10*4/mm3,1,,2A020161001930149,COMP,,,自動血球算定装置,,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0000930,2,2,1,1,5,0,0,0,0,0,0,0,9A110160700000011,心電図(所見の有無),N,CD,,,1,,9A110161000000049,COMP,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0000940,2,2,1,1,5,0,0,0,0,0,0,0,9A110160800000049,心電図(所見),256,ST,,,1,,9A110161000000049,COMP,9A110160700000011,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0000945,2,2,1,1,5,0,0,0,0,0,0,0,9A110161600000011,心電図(対象者）,N,CD,,,,,9A110161000000049,RSON1,,,,0：詳細健診以外で実施、1：検査結果による心電図検査対象者。2：不整脈による心電図検査対象者,1.2.392.200119.6.18120,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0000950,2,2,0,0,0,0,0,0,0,0,0,0,9A110161000000049,心電図(実施理由),256,ST,,,1,,9A110161000000049,RSON,,,,,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0000960,0,0,0,0,0,6,0,0,0,0,0,0,9N201000000000011,胸部Ｘ線検査(がん:直接撮影),N,CO,,,1,,9N211161100000049,COMP,,9N20110000,1:直接撮影,１：Ａ、２：Ｂ、３：Ｃ、４：Ｄ、５：Ｅ,1.2.392.200119.6.2140,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0000970,0,0,W,2,0,0,0,0,0,0,0,0,9N206160700000011,胸部Ｘ線検査(一般:直接撮影)(所見の有無),N,CD,,,1,,9N211161100000049,COMP,,9N20610000,1:直接撮影,1：所見あり、2：所見なし、3:要再撮影,1.2.392.200119.6.2002,1.2.392.200119.6.1005,2,4
200,がん検診・生体検査等,A0000980,0,0,X,2,0,0,0,0,0,0,0,0,9N206160800000049,胸部Ｘ線検査(一般:直接撮影)(所見),256,ST,,,1,,9N211161100000049,COMP,9N206160700000011,9N20610000,1:直接撮影,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0000990,0,0,Y,2,0,6,0,0,0,0,0,0,9N211161100000049,胸部Ｘ線検査(直接撮影)(撮影年月日),8,ST,,,1,,9N211161100000049,COMP,,9N21110000,1:直接撮影,YYYYMMDD,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001000,0,0,Z,2,0,6,0,0,0,0,0,0,9N211161200000049,胸部Ｘ線検査(直接撮影)(フィルム番号),64,ST,,,1,,9N211161100000049,COMP,,9N21110000,1:直接撮影,,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001010,0,0,0,0,0,6,0,0,0,0,0,0,9N216000000000011,胸部Ｘ線検査(がん:間接撮影),N,CO,,,1,,9N226161100000049,COMP,,9N21620000,２：間接撮影,１：Ａ、２：Ｂ、３：Ｃ、４：Ｄ、５：Ｅ,1.2.392.200119.6.2140,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001020,0,0,W,1,0,0,0,0,0,0,0,0,9N221160700000011,胸部Ｘ線検査(一般:間接撮影)(所見の有無),N,CD,,,1,,9N226161100000049,COMP,,9N22120000,２：間接撮影,1：所見あり、2：所見なし、３：要再撮影,1.2.392.200119.6.2002,1.2.392.200119.6.1005,2,4
200,がん検診・生体検査等,A0001030,0,0,X,1,0,0,0,0,0,0,0,0,9N221160800000049,胸部Ｘ線検査(一般:間接撮影)(所見),256,ST,,,1,,9N226161100000049,COMP,9N221160700000011,9N22120000,２：間接撮影,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001040,0,0,Y,1,0,6,0,0,0,0,0,0,9N226161100000049,胸部Ｘ線検査(間接撮影)(撮影年月日),8,ST,,,1,,9N226161100000049,COMP,,9N22620000,２：間接撮影,YYYYMMDD,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001050,0,0,Z,1,0,6,0,0,0,0,0,0,9N226161200000049,胸部Ｘ線検査(間接撮影)(フィルム番号),64,ST,,,1,,9N226161100000049,COMP,,9N22620000,２：間接撮影,,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001060,0,0,1,0,0,0,0,0,0,0,0,0,6A010160706170411,喀痰検査 (塗抹鏡検 一般細菌)(所見の有無),N,CD,,,1,,,,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001070,0,0,1,0,0,0,0,0,0,0,0,0,6A010160806170449,喀痰検査 (塗抹鏡検 一般細菌)(所見),256,ST,,,1,,,,6A010160706170411,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001080,0,0,1,2,0,0,0,0,0,0,0,0,6A205000006171711,喀痰検査(塗抹鏡検 抗酸菌),N,CO,,,1,,,,,,,1:－、2:±、3:＋、4:＋＋、5:＋＋＋,1.2.392.200119.6.2102,1.2.392.200119.6.1005,3,3
200,がん検診・生体検査等,A0001090,0,0,1,2,0,0,0,0,0,0,0,0,6A205165606171711,喀痰検査(ガフキー号数)   ,NN,CO,,,1,,,,,,,1:0号、2:1号、3:2号、4:3号、5:4号、6:5号、7:6号、8:7号、9:8号、10:9号、11:10号,1.2.392.200119.6.2131,1.2.392.200119.6.1005,2,3
200,がん検診・生体検査等,A0001100,0,0,0,0,0,6,0,0,0,0,0,0,7A010000006143311,喀痰細胞診検査,N,CO,,,1,,,,,,,１：Ａ、２：Ｂ、３：Ｃ、４：Ｄ、５：Ｅ,1.2.392.200119.6.2130,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001110,0,0,0,0,0,0,0,0,0,0,0,0,9N251000000000011,胸部CT検査(がん),N,CO,,,1,,9N251161100000049,COMP,,,,１：Ａ、２：Ｂ、３：Ｃ、４：Ｄ、５：Ｅ,1.2.392.200119.6.2140,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001120,0,0,0,0,0,0,0,0,0,0,0,0,9N251160700000011,胸部CT検査(所見の有無),N,CD,,,1,,9N251161100000049,COMP,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001130,0,0,0,0,0,0,0,0,0,0,0,0,9N251160800000049,胸部CT検査(所見),256,ST,,,1,,9N251161100000049,COMP,9N251160700000011,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001140,0,0,0,0,0,0,0,0,0,0,0,0,9N251161100000049,胸部CT検査(撮影年月日),8,ST,,,1,,9N251161100000049,COMP,,,,YYYYMMDD,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001150,0,0,0,0,0,0,0,0,0,0,0,0,9N251161200000049,胸部CT検査(フィルム番号),64,ST,,,1,,9N251161100000049,COMP,,,,,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001160,0,0,0,e,0,0,6,0,0,0,0,0,9N256160700000011,上部消化管Ｘ線(直接撮影)(所見の有無),N,CD,,,1,,9N256161100000049,COMP,,,,1：所見あり、2：所見なし、３：要再撮影,1.2.392.200119.6.2002,1.2.392.200119.6.1005,2,4
200,がん検診・生体検査等,A0001170,0,0,0,e,0,0,6,0,0,0,0,0,9N256160800000049,上部消化管Ｘ線(直接撮影)(所見),256,ST,,,1,,9N256161100000049,COMP,9N256160700000011,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001180,0,0,0,0,0,0,6,0,0,0,0,0,9N256161100000049,上部消化管Ｘ線(直接撮影)(撮影年月日),8,ST,,,1,,9N256161100000049,COMP,,,,YYYYMMDD,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001190,0,0,0,0,0,0,6,0,0,0,0,0,9N256161200000049,上部消化管Ｘ線(直接撮影)(フィルム番号),64,ST,,,1,,9N256161100000049,COMP,,,,,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001200,0,0,0,f,0,0,6,0,0,0,0,0,9N261160700000011,上部消化管Ｘ線(間接撮影)(所見の有無),N,CD,,,1,,9N261161100000049,COMP,,,,1：所見あり、2：所見なし、３：要再撮影,1.2.392.200119.6.2002,1.2.392.200119.6.1005,2,4
200,がん検診・生体検査等,A0001210,0,0,0,f,0,0,6,0,0,0,0,0,9N261160800000049,上部消化管Ｘ線(間接撮影)(所見),256,ST,,,1,,9N261161100000049,COMP,9N261160700000011,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001220,0,0,0,0,0,0,6,0,0,0,0,0,9N261161100000049,上部消化管Ｘ線(間接撮影)(撮影年月日),8,ST,,,1,,9N261161100000049,COMP,,,,YYYYMMDD,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001230,0,0,0,0,0,0,6,0,0,0,0,0,9N261161200000049,上部消化管Ｘ線(間接撮影)(フィルム番号),64,ST,,,1,,9N261161100000049,COMP,,,,,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001240,0,0,0,0,0,0,0,0,0,0,0,0,9N266160700000011,上部消化管内視鏡検査(所見の有無),N,CD,,,1,,,,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001250,0,0,0,0,0,0,0,0,0,0,0,0,9N266160800000049,上部消化管内視鏡検査(所見),256,ST,,,1,,,,9N266160700000011,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001260,0,0,0,0,0,0,0,0,0,0,0,0,3B339000002399811,ペプシノゲン,N,CD,,,1,,,,,,方法問わず,１：陽性、２：陰性,1.2.392.200119.6.2100,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001270,0,0,0,0,0,0,0,0,0,0,0,0,9F130160700000011,腹部超音波(所見の有無),N,CD,,,1,,,,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001280,0,0,0,0,0,0,0,0,0,0,0,0,9F130160800000049,腹部超音波(所見),256,ST,,,1,,,,9F130160700000011,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001290,0,0,0,0,0,0,0,0,0,0,0,0,9N271160700000011,婦人科診察(所見の有無),N,CD,,,1,,,,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001300,0,0,0,0,0,0,0,0,0,0,0,0,9N271160800000049,婦人科診察(所見),256,ST,,,1,,,,9N271160700000011,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001310,0,0,0,0,0,0,0,6,0,0,0,0,9N276160700000011,乳房視触診(所見の有無),N,CD,,,1,,,,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001320,0,0,0,0,0,0,0,6,0,0,0,0,9N276160800000049,乳房視触診(所見),256,ST,,,1,,,,9N276160700000011,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001330,0,0,0,0,0,0,0,6,0,0,0,0,9N281160700000011,乳房画像診断(マンモグラフィー)(所見の有無),N,CD,,,1,,,,,,,1：所見あり、2：所見なし、３：要再撮影、４：検査不適,1.2.392.200119.6.2002,1.2.392.200119.6.1005,2,4
200,がん検診・生体検査等,A0001340,0,0,0,0,0,0,0,6,0,0,0,0,9N281160800000049,乳房画像診断(マンモグラフィー)(所見),256,ST,,,1,,,,9N281160700000011,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001350,0,0,0,0,0,0,0,0,0,0,0,0,9F140160700000011,乳房超音波検査(所見の有無),N,CD,,,1,,,,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001360,0,0,0,0,0,0,0,0,0,0,0,0,9F140160800000049,乳房超音波検査(所見),256,ST,,,1,,,,9F140160700000011,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001370,0,0,0,0,0,0,0,0,6,0,0,0,9N291160700000011,子宮頚部視診(所見の有無),N,CD,,,1,,,,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001380,0,0,0,0,0,0,0,0,6,0,0,0,9N291160800000049,子宮頚部視診(所見),256,ST,,,1,,,,9N291160700000011,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001390,0,0,0,0,0,0,0,0,6,0,0,0,9N296160700000011,子宮内診(所見の有無),N,CD,,,1,,,,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001400,0,0,0,0,0,0,0,0,6,0,0,0,9N296160800000049,子宮内診(所見),256,ST,,,1,,,,9N296160700000011,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001410,0,0,0,0,0,0,0,0,6,0,0,0,7A021165008543311,子宮頸部細胞診 (細胞診婦人科材料)(日母分類),N,CO,,,1,,,,,,,1:classI、2:classⅡ、３：classⅢa、４：classⅢb、５：classⅣ、６：classⅤ、７：検体不良,1.2.392.200119.6.2120,1.2.392.200119.6.1005,4,3
200,がん検診・生体検査等,A0001421,0,0,0,0,0,0,0,0,6,0,0,0,7A021165208543311,子宮頸部細胞診 (細胞診婦人科材料)(ベセスダシステム2001),NN,CD,,,1,,,,,,,1：NILM、2：ASC-US、3：ASC-H、4：LSIL、5：HSIL、6：SCC、7：AGC、8：AIS、9：Adenocarcinoma、10：other,1.2.392.200119.6.18100,1.2.392.200119.6.1005,2,3
200,がん検診・生体検査等,A0001430,0,0,0,0,0,0,0,0,6,0,0,0,7A022000008543311,子宮体部細胞診 (細胞診婦人科材料),N,CD,,,1,,,,,,,1:陽性、2：疑陽性、3：陰性、４：検体不良,1.2.392.200119.6.2122,1.2.392.200119.6.1005,3,4
200,がん検診・生体検査等,A0001440,0,0,0,0,0,0,0,0,0,0,0,0,9Z771160700000011,直腸肛門機能(2項目以上)(所見の有無)   ,N,CD,,,1,,,,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001450,0,0,0,0,0,0,0,0,0,0,0,0,9Z771160800000049,直腸肛門機能(2項目以上)(所見)  ,256,ST,,,1,,,,9Z771160700000011,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001460,0,0,0,0,0,0,0,0,0,0,0,0,9Z770160700000011,直腸肛門機能(1項目)(所見の有無),N,CD,,,1,,,,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001470,0,0,0,0,0,0,0,0,0,0,0,0,9Z770160800000049,直腸肛門機能(1項目)(所見),256,ST,,,1,,,,9Z770160700000011,,,所見ありの場合に記載,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001480,0,0,0,0,0,0,0,0,0,6,0,0,1B030000001599811,便潜血,N,CD,,,1,,,,,,方法問わず,１：陽性、２：陰性,1.2.392.200119.6.2100,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001490,0,0,0,0,0,0,0,0,0,0,0,0,5D305000002399811,PSA(前立腺特異抗原),N,CD,,,1,,,,,,方法問わず,１：陽性、２：陰性,1.2.392.200119.6.2100,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001500,0,0,0,0,0,0,0,0,0,0,0,0,9C310000000000001,肺機能検査(努力肺活量),NN.N,PQ,ｌ,L,1,,,,,,,小数点以下1桁,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001510,0,0,0,0,0,0,0,0,0,0,0,0,9C320000000000001,肺機能検査(1秒量),NN.N,PQ,ｌ,L,1,,,,,,,小数点以下1桁,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001520,0,0,0,0,0,0,0,0,0,0,0,0,9C330000000000002,肺機能検査(1秒率),NNN.N,PQ,%,%,1,,,,,,,小数点以下1桁,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001530,0,0,0,0,0,0,0,0,0,0,0,0,9C380000000000002,肺機能検査(%VC),NNN.N,PQ,%,%,1,,,,,,,小数点以下1桁,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001540,0,0,M,M,0,0,0,0,0,0,0,0,9E160162100000001,視力(右),N.NN,PQ,,,1,,,,,,,小数点以下2桁,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001550,0,0,M,M,0,0,0,0,0,0,0,0,9E160162500000001,視力(右:矯正),N.NN,PQ,,,1,,,,,,,小数点以下2桁,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001560,0,0,N,N,0,0,0,0,0,0,0,0,9E160162200000001,視力(左),N.NN,PQ,,,1,,,,,,,小数点以下2桁,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001570,0,0,N,N,0,0,0,0,0,0,0,0,9E160162600000001,視力(左:矯正),N.NN,PQ,,,1,,,,,,,小数点以下2桁,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001580,0,0,1,1,0,0,0,0,0,0,0,0,9D100163100000011,聴力(右:1000Hz),N,CD,,,1,,,,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001590,0,0,1,1,0,0,0,0,0,0,0,0,9D100163200000011,聴力(右:4000Hz),N,CD,,,1,,,,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001600,0,0,1,1,0,0,0,0,0,0,0,0,9D100163500000011,聴力(左:1000Hz),N,CD,,,1,,,,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001610,0,0,1,1,0,0,0,0,0,0,0,0,9D100163600000011,聴力(左:4000Hz),N,CD,,,1,,,,,,,1：所見あり、2：所見なし,1.2.392.200119.6.2002,1.2.392.200119.6.1005,1,2
200,がん検診・生体検査等,A0001660,0,0,1,1,0,0,0,0,0,0,0,0,9D100164000000011,聴力（検査方法）,N,CD,,,1,,,,,,,1:オージオメトリー、２:その他,1.2.392.200119.6.2301,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001670,0,0,0,0,0,0,0,0,0,0,0,0,9D100160900000049,聴力(その他の所見),256,ST,,,1,,,,,,,,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001680,2,2,0,0,0,0,0,0,0,0,0,0,9E100166000000011,眼底検査(キースワグナー分類),N,CO,,,1,,9E100161000000049,COMP,,,,1:0、2:Ⅰ、3:Ⅱa、4:Ⅱb、5:Ⅲ、6:Ⅳ,1.2.392.200119.6.2110,1.2.392.200119.6.1005,2,3
200,がん検診・生体検査等,A0001690,2,2,0,0,0,0,0,0,0,0,0,0,9E100166100000011,眼底検査(シェイエ分類:H),N,CO,,,1,,9E100161000000049,COMP,,,,1:0、2:１、3:２、4:３、5:４,1.2.392.200119.6.2111,1.2.392.200119.6.1005,2,3
200,がん検診・生体検査等,A0001700,2,2,0,0,0,0,0,0,0,0,0,0,9E100166200000011,眼底検査(シェイエ分類:S),N,CO,,,1,,9E100161000000049,COMP,,,,1:0、2:１、3:２、4:３、5:４,1.2.392.200119.6.2112,1.2.392.200119.6.1005,2,3
200,がん検診・生体検査等,A0001710,2,2,0,0,0,0,0,0,0,0,0,0,9E100166300000011,眼底検査(SCOTT分類),N,CO,,,1,,9E100161000000049,COMP,,,,1:Ⅰ(a)、２：Ⅰ(b)、３：Ⅱ、４：Ⅲ(a)、５：Ⅲ(b)、６：Ⅳ、７：Ⅴ(a)、８：Ⅴ(b)、９：Ⅵ,1.2.392.200119.6.2113,1.2.392.200119.6.1005,1,3
200,がん検診・生体検査等,A0001711,2,2,0,0,0,0,0,0,0,0,0,0,9E100166600000011,眼底検査（Wong-Mitchell分類）,N,CO,,,,,9E100161000000049,COMP,,,,1：所見なし、2：軽度、3：中等度、4：重度,1.2.392.200119.6.18080,1.2.392.200119.6.1005,2,3
200,がん検診・生体検査等,A0001712,2,2,0,0,0,0,0,0,0,0,0,0,9E100166500000011,眼底検査（改変Davis分類）,N,CO,,,,,9E100161000000049,COMP,,,,1：網膜症なし、2：単純網膜症、3：増殖前網膜症、4：増殖網膜症,1.2.392.200119.6.18090,1.2.392.200119.6.1005,2,3
200,がん検診・生体検査等,A0001720,2,2,0,0,0,0,0,0,0,0,0,0,9E100160900000049,眼底検査(その他の所見),256,ST,,,1,,9E100161000000049,COMP,,,,その他の所見の判定方法を用いている場合については、本欄に所見を記載すること。また、ＳＣＯＴＴ分類を用いている場合で異常がない場合においては、その旨を記載すること。,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001725,2,2,0,0,0,0,0,0,0,0,0,0,9E100161600000011,眼底検査（対象者）,N,CD,,,,,9E100161000000049,RSON1,,,,0：詳細健診以外で実施、1：検査結果による眼底検査対象者,1.2.392.200119.6.18130,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001730,2,2,0,0,0,0,0,0,0,0,0,0,9E100161000000049,眼底検査（実施理由）,256,ST,,,1,,9E100161000000049,RSON,,,,,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001740,0,0,0,0,0,0,0,0,0,0,0,0,9E105162100000001,眼圧検査(右),NNN,PQ,mmHg,mm[Hg],1,,,,,,,,,1.2.392.200119.6.1005,,
200,がん検診・生体検査等,A0001750,0,0,0,0,0,0,0,0,0,0,0,0,9E105162200000001,眼圧検査(左),NNN,PQ,mmHg,mm[Hg],1,,,,,,,,,1.2.392.200119.6.1005,,
300,その他医療保険者等が任意に行う検査,A0001760,0,0,0,0,0,0,0,0,0,0,0,0,5C070000002306201,CRP,NNN.N,PQ,mg/dl,mg/dL,1,,,,,5C07010000,1:可視吸光光度法（ラテックス凝集比濁法）,小数点以下1桁,,1.2.392.200119.6.1005,,
300,その他医療保険者等が任意に行う検査,A0001770,0,0,0,0,0,0,0,0,0,0,0,0,5C070000002306301,CRP,NNN.N,PQ,mg/dl,mg/dL,1,,,,,5C07020000,2:可視吸光光度法（免役比濁法）,,,1.2.392.200119.6.1005,,
300,その他医療保険者等が任意に行う検査,A0001780,0,0,0,0,0,0,0,0,0,0,0,0,5C070000002399901,CRP,NNN.N,PQ,mg/dl,mg/dL,1,,,,,5C07030009,3:その他,,,1.2.392.200119.6.1005,,
300,その他医療保険者等が任意に行う検査,A0001790,0,0,0,0,0,0,0,0,0,0,0,0,5H010000001910111,血液型(ABO),N,CD,,,1,,,,,5H01010000,1:試験管法　カラム凝集法,1:A、2:B、3:AB、4:O,1.2.392.200119.6.2115,1.2.392.200119.6.1005,,
300,その他医療保険者等が任意に行う検査,A0001800,0,0,0,0,0,0,0,0,0,0,0,0,5H010000001999911,血液型(ABO),N,CD,,,1,,,,,5H01020009,2:その他,1:A、2:B、3:AB、4:O,1.2.392.200119.6.2115,1.2.392.200119.6.1005,,
300,その他医療保険者等が任意に行う検査,A0001810,0,0,0,0,0,0,0,0,0,0,0,0,5H020000001910111,血液型(Rh),N,CD,,,1,,,,,5H02010000,1:試験管法　カラム凝集法,1:＋、2:－,1.2.392.200119.6.2116,1.2.392.200119.6.1005,,
300,その他医療保険者等が任意に行う検査,A0001820,0,0,0,0,0,0,0,0,0,0,0,0,5H020000001999911,血液型(Rh),N,CD,,,1,,,,,5H02020009,2:その他,1:＋、2:－,1.2.392.200119.6.2116,1.2.392.200119.6.1005,,
300,その他医療保険者等が任意に行う検査,A0001830,0,0,0,0,0,0,0,0,0,0,0,0,5E071000002399811,梅毒反応,N,CD,,,1,,,,,,方法問わず,１：陽性、２：陰性,1.2.392.200119.6.2100,1.2.392.200119.6.1005,1,2
300,その他医療保険者等が任意に行う検査,A0001840,0,0,0,0,0,0,0,0,0,0,6,0,5F016141002399811,HBs抗原,N,CD,,,1,,,,,,方法問わず,１：陽性、２：陰性,1.2.392.200119.6.2100,1.2.392.200119.6.1005,1,2
300,その他医療保険者等が任意に行う検査,A0001850,0,0,0,0,0,0,0,0,0,0,0,0,5F360149502399811,HCV抗体,N,CD,,,1,,,,,,方法問わず,１：陽性、２：陰性,1.2.392.200119.6.2100,1.2.392.200119.6.1005,1,2
300,その他医療保険者等が任意に行う検査,A0001860,0,0,0,0,0,0,0,0,0,0,6,0,5F360149702399811,HCV抗体(力価),N,CO,,,1,,,,,,方法問わず,１：陰性、２：低力価、３：中力価、４：高力価,1.2.392.200119.6.2103,1.2.392.200119.6.1005,1,2
300,その他医療保険者等が任意に行う検査,A0001870,0,0,0,0,0,0,0,0,0,0,5,0,5F360150002399811,HCV抗原検査,N,CD,,,1,,,,,,方法問わず,１：陽性、２：陰性,1.2.392.200119.6.2100,1.2.392.200119.6.1005,1,2
300,その他医療保険者等が任意に行う検査,A0001880,0,0,0,0,0,0,0,0,0,0,5,0,5F360145002399811,HCV核酸増幅検査,N,CD,,,1,,,,,,方法問わず,１：陽性、２：陰性,1.2.392.200119.6.2100,1.2.392.200119.6.1005,1,2
300,その他医療保険者等が任意に行う検査,A0001890,0,0,0,0,0,0,0,0,0,0,6,0,9N401000000000011,C型肝炎ウイルス検診の判定,N,CD,,,1,,,,,,,１：現在、Ｃ型肝炎ウイルスに感染していない可能性が極めて高い、２：現在、Ｃ型肝炎ウイルスに感染している可能性が極めて高い,1.2.392.200119.6.2150,1.2.392.200119.6.1005,2,2
300,その他医療保険者等が任意に行う検査,A0001900,0,0,7,0,0,0,0,0,0,0,0,0,9N406000000000049,その他の法定特殊健康診断,256,ST,,,1,,,,,,,,,1.2.392.200119.6.1005,,
